# OpenSignals Text File Format. Version 1
# {"84:BA:20:5E:FF:58": {"position": 0, "device": "bitalino_rev", "device name": "84:BA:20:5E:FF:58", "device connection": "BTH84:BA:20:5E:FF:58", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-5-7", "time": "17:49:40.73", "channels": [4], "sensor": ["EEGBITREV"], "label": ["A4"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A4"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	356	
1	0	0	0	0	625	
2	0	0	0	0	513	
3	0	0	0	0	581	
4	0	0	0	0	36	
5	0	0	0	0	552	
6	0	0	0	0	488	
7	0	0	0	0	855	
8	0	0	0	0	427	
9	0	0	0	0	606	
10	0	0	0	0	486	
11	0	0	0	0	679	
12	0	0	0	0	421	
13	0	0	0	0	781	
14	0	0	0	0	242	
15	0	0	0	0	645	
0	0	0	0	0	480	
1	0	0	0	0	726	
2	0	0	0	0	70	
3	0	0	0	0	524	
4	0	0	0	0	382	
5	0	0	0	0	761	
6	0	0	0	0	484	
7	0	0	0	0	891	
8	0	0	0	0	465	
9	0	0	0	0	906	
10	0	0	0	0	288	
11	0	0	0	0	608	
12	0	0	0	0	382	
13	0	0	0	0	771	
14	0	0	0	0	412	
15	0	0	0	0	802	
0	0	0	0	0	497	
1	0	0	0	0	705	
2	0	0	0	0	252	
3	0	0	0	0	772	
4	0	0	0	0	306	
5	0	0	0	0	1016	
6	0	0	0	0	446	
7	0	0	0	0	587	
8	0	0	0	0	320	
9	0	0	0	0	736	
10	0	0	0	0	334	
11	0	0	0	0	721	
12	0	0	0	0	404	
13	0	0	0	0	777	
14	0	0	0	0	125	
15	0	0	0	0	640	
0	0	0	0	0	462	
1	0	0	0	0	836	
2	0	0	0	0	447	
3	0	0	0	0	573	
4	0	0	0	0	454	
5	0	0	0	0	820	
6	0	0	0	0	369	
7	0	0	0	0	837	
8	0	0	0	0	337	
9	0	0	0	0	833	
10	0	0	0	0	280	
11	0	0	0	0	600	
12	0	0	0	0	307	
13	0	0	0	0	941	
14	0	0	0	0	399	
15	0	0	0	0	696	
0	0	0	0	0	332	
1	0	0	0	0	803	
2	0	0	0	0	594	
3	0	0	0	0	828	
4	0	0	0	0	360	
5	0	0	0	0	980	
6	0	0	0	0	275	
7	0	0	0	0	653	
8	0	0	0	0	302	
9	0	0	0	0	704	
10	0	0	0	0	561	
11	0	0	0	0	945	
12	0	0	0	0	403	
13	0	0	0	0	815	
14	0	0	0	0	357	
15	0	0	0	0	842	
0	0	0	0	0	186	
1	0	0	0	0	947	
2	0	0	0	0	312	
3	0	0	0	0	750	
4	0	0	0	0	394	
5	0	0	0	0	784	
6	0	0	0	0	282	
7	0	0	0	0	828	
8	0	0	0	0	251	
9	0	0	0	0	649	
10	0	0	0	0	579	
11	0	0	0	0	820	
12	0	0	0	0	256	
13	0	0	0	0	612	
14	0	0	0	0	308	
15	0	0	0	0	679	
0	0	0	0	0	229	
1	0	0	0	0	826	
2	0	0	0	0	313	
3	0	0	0	0	715	
4	0	0	0	0	292	
5	0	0	0	0	825	
6	0	0	0	0	244	
7	0	0	0	0	579	
8	0	0	0	0	416	
9	0	0	0	0	839	
10	0	0	0	0	302	
11	0	0	0	0	584	
12	0	0	0	0	233	
13	0	0	0	0	761	
14	0	0	0	0	517	
15	0	0	0	0	425	
0	0	0	0	0	36	
1	0	0	0	0	743	
2	0	0	0	0	298	
3	0	0	0	0	530	
4	0	0	0	0	228	
5	0	0	0	0	739	
6	0	0	0	0	211	
7	0	0	0	0	546	
8	0	0	0	0	235	
9	0	0	0	0	937	
10	0	0	0	0	211	
11	0	0	0	0	764	
12	0	0	0	0	222	
13	0	0	0	0	579	
14	0	0	0	0	452	
15	0	0	0	0	753	
0	0	0	0	0	402	
1	0	0	0	0	824	
2	0	0	0	0	286	
3	0	0	0	0	774	
4	0	0	0	0	135	
5	0	0	0	0	971	
6	0	0	0	0	405	
7	0	0	0	0	751	
8	0	0	0	0	446	
9	0	0	0	0	933	
10	0	0	0	0	330	
11	0	0	0	0	939	
12	0	0	0	0	274	
13	0	0	0	0	785	
14	0	0	0	0	284	
15	0	0	0	0	743	
0	0	0	0	0	205	
1	0	0	0	0	746	
2	0	0	0	0	337	
3	0	0	0	0	608	
4	0	0	0	0	334	
5	0	0	0	0	710	
6	0	0	0	0	354	
7	0	0	0	0	752	
8	0	0	0	0	233	
9	0	0	0	0	606	
10	0	0	0	0	324	
11	0	0	0	0	729	
12	0	0	0	0	399	
13	0	0	0	0	866	
14	0	0	0	0	417	
15	0	0	0	0	797	
0	0	0	0	0	54	
1	0	0	0	0	693	
2	0	0	0	0	435	
3	0	0	0	0	656	
4	0	0	0	0	272	
5	0	0	0	0	699	
6	0	0	0	0	396	
7	0	0	0	0	747	
8	0	0	0	0	110	
9	0	0	0	0	586	
10	0	0	0	0	190	
11	0	0	0	0	860	
12	0	0	0	0	266	
13	0	0	0	0	756	
14	0	0	0	0	445	
15	0	0	0	0	687	
0	0	0	0	0	155	
1	0	0	0	0	600	
2	0	0	0	0	382	
3	0	0	0	0	765	
4	0	0	0	0	319	
5	0	0	0	0	865	
6	0	0	0	0	264	
7	0	0	0	0	413	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	178	
2	0	0	0	0	0	
3	0	0	0	0	1069	
4	0	0	0	0	718	
5	0	0	0	0	1069	
6	0	0	0	0	1069	
7	0	0	0	0	1070	
8	0	0	0	0	1069	
9	0	0	0	0	1069	
10	0	0	0	0	1069	
11	0	0	0	0	1070	
12	0	0	0	0	1069	
13	0	0	0	0	1069	
14	0	0	0	0	1069	
15	0	0	0	0	1070	
0	0	0	0	0	1069	
1	0	0	0	0	1069	
2	0	0	0	0	903	
3	0	0	0	0	1069	
4	0	0	0	0	907	
5	0	0	0	0	1069	
6	0	0	0	0	998	
7	0	0	0	0	1070	
8	0	0	0	0	696	
